"idLU"	"name"	"senseDescription"
13028	crazy.a	COD: insane or unbalanced, especially as manifested in wild or aggressive behaviour.
13029	cunning.a	COD: skilled in achieving one' s ends by deceit or evasion.
13030	cynical.a	FN: distrusting of human nature and motives
13031	daft.a	COD: silly; foolish.
13032	diligent.a	COD: careful and conscientious in one' s work or duties.
13033	dim-witted.a	FN: stupid
13034	dim.a	COD: not clearly recalled or formulated in the mind. 
13035	discerning.a	COD: having or showing good judgement.
13036	discernment.n	COD: discernment is a derivative of discerning
13037	enlightened.a	FN: informed
13038	enlightenment.n	FN: the state of being enlightened
13039	foolish.a	COD: lacking good sense or judgement; silly or unwise.
13040	foolishness.n	FN: behavior lacking in sense, judgment, or discretion
13041	forgetful.a	COD: foolishness is a derivative of foolish
13042	foxy.a	COD: cunning or sly
13043	idiotic.a	FN: indicative of foolishness, stupidity
13044	ill-advised.a	COD:  badly thought out
13045	inane.a	COD: lacking sense or meaning; silly
13046	inattentive.a	COD: failing to attend to the comfort or wishes of others
13047	ingenious.a	COD: clever, original, and inventive.
13048	insightful.a	FN: showing ability to understand deeply and clearly
13049	intelligent.a	FN: having or displaying intelligence
13050	irrational.a	COD: not logical or reasonable.
13051	ludicrous.a	COD: absurd; ridiculous.
13052	moronic.a	COD: moronic is a derivative of moron
13053	naive.a	COD: lacking experience, wisdom, or judgement.
13054	narrow-minded.a	COD: not willing to listen to or tolerate other people' s views; prejudiced.
13055	nonsensical.a	FN: having no meaning or good sense
13056	perceptive.a	COD: having or showing acute insight.
13057	reasonable.a	COD: able to reason logically. 
13058	ridiculous.a	COD: inviting ridicule; absurd.
13059	sagacious.a	COD: having or showing good judgement.
13060	sage.a	COD: wise; judicious.
13061	sensible.a	COD: wise and prudent; having or showing common sense.
13062	shrewd.a	FN: having or showing sharp powers of judgement; astute; cunning
13063	smart.a	COD:  having a quick intelligence
13064	unreasonable.a	COD: not guided by or based on good sense.
13065	stupid.a	COD: lacking intelligence or common sense. 
13066	crackers.a	COD: insane; crazy.
13067	wise.a	COD: having or showing experience, knowledge, and good judgement.
13068	stupidly.adv	FN: in a stupid, unintelligent manner.
13069	narrow-mindedly.adv	FN: in an intolerant, closed-minded manner.
13070	carelessly.adv	FN: without giving sufficient attention to (sth).
13071	perceptively.adv	FN: with acute perception.
13072	insightfully.adv	FN: with insight.
13073	wit.n	COD: the capacity for inventive thought and quick understanding; keen intelligence.
13074	acquisitive.a	FN: willing and eager to acquire knowledge
13075	carefully.adv	FN: with sufficient attention
13076	curious.a	FN: driven to investigate and learn
13077	suspicious.a	FN: distrustful and unwilling to confide. 
13078	sense.n	FN: a mental recognition of good and bad
13079	common sense.n	FN:  practical knowledge acquired through experience
13080	analyse.v	COD: examine methodically and in detail the constitution or structure of.
13081	analysis.n	COD: a detailed examination of the elements or structure of something.
13082	investigate.v	COD: carry out a systematic or formal inquiry into (an incident or allegation) so as to establish the truth.
13083	investigation.n	FN: an act of carrying out a systematic or formal inquiry into (an incident or allegation) so as to establish the truth.
13084	look.v	COD: attempt to find.
13085	perusal.n	FN: the act of perusing.
13086	peruse.v	COD: read or examine thoroughly or carefully. 
13087	scan.v	COD: look at quickly in order to identify relevant features or information. 
13088	scrutinize.v	COD: examine or inspect closely and thoroughly. 
13089	scrutiny.n	COD: critical observation or examination. 
13090	search.n	COD: an act of searching. 
13091	search.v	COD: try to find something by looking or otherwise seeking carefully and thoroughly. 
13092	study.n	COD: a detailed investigation and analysis of a subject or situation. 
13093	study.v	COD: look at closely in order to observe or read. 
13094	survey.n	COD: an act of surveying.
13095	survey.v	COD: look carefully and thoroughly at. 
13096	analyst.n	COD: a person who conducts analysis
13097	probe.v	COD: physically explore or examine. 
13098	reconnoitre.v	COD: make a military observation of (a region). 
13099	inspector.n	COD: an official who ensures that regulations are obeyed.
13100	assay.v	FN: perform an analysis (e.g. of an ore or a drug) to ascertain the presence, absence, or quantity of certain components
13101	skim.v	COD: read (something) quickly, noting only the important points. 
13102	sift.v	COD: examine thoroughly so as to isolate that which is important or useful.
13103	rummage.v	COD: search unsystematically and untidily for something.
13104	surveyor.n	COD: a person who surveys land, buildings, etc. as a profession.
13105	scout.v	COD: make a detailed search of a place.
13106	eyeball.v	COD: stare at closely. 
13107	check.v	FN: to pay attention to something in order to note its feautures
13108	sweep.v	COD: search or survey (an area) for something
13109	sweep.n	FN: an act of searching a place for something
13110	double-check.v	COD: check again
13111	spy out the land.v	FN: to secretely watch a place from hostile motives
13112	once-over.n	COD: a rapid inspection, search, or piece of work.
13113	comb.v	COD: search carefully and systematically. 
13114	frisk.v	COD: pass the hands over (someone) in a search for hidden weapons or drugs. 
13115	ransack.v	COD: thoroughly search. 
13116	scour.v	COD: subject to a thorough search
13117	monitor.v	COD: observe and check over a period of time.
13118	analytic.a	FN: used for or pertaining to analysis.
13119	go [through].v	COD: search through or examine carefully.
13120	monitoring.n	FN: the act of observing and checking over a period of time.
13121	unmonitored.a	FN: not being monitored. 
13122	surveillance.n	COD: close observation, especially of a suspected spy or criminal.
13123	surveillance [entity].n	FN: tools or equipment that allow surveillance.
13124	explore.v	FN: travel or look into an area in order to understand it
13125	rifle.v	FN: go through, alert to the possibility of an item of interest.
13126	pry.v	FN: intrude into another' s private affairs by searching ininvited
13127	examination.n	FN: the act of conducting an inspection of an area
13128	reconnaissance.n	FN: a preliminary surveillance
13129	blunt.a	COD: uncompromisingly forthright in manner. 
13130	candid.a	COD: truthful and straightforward; frank. 
13131	coy.a	COD: reluctant to give details about something sensitive. 
13132	discreet.a	COD: careful and prudent in one' s speech or actions, especially so as to avoid giving offence or attracting attention. 
13133	explicit.a	COD: clear and detailed, with no room for confusion or doubt. 
13134	forthcoming.a	COD: willing to divulge information. 
13135	forthright.a	COD: direct and outspoken. 
13136	frank.a	COD: candid and honest.
13137	honest.a	COD: free of deceit; truthful and sincere. 
13138	open.a	COD: frank and communicative. 
13139	outspoken.a	COD: frank in stating one' s opinions. 
13140	secretive.a	COD: inclined to conceal feelings and intentions or not to disclose information. 
13141	sincere.a	COD: proceeding from or characterized by genuine feelings; free from pretence or deceit. 
13142	straightforward.a	COD: honest and open. 
13143	truthful.a	COD: telling or expressing the truth; honest.
13144	disingenuous.a	COD: not candid or sincere, especially in pretending that one knows less about something than one really does
13145	evasive.a	COD: tending to avoid commitment or self-revelation, especially by responding only indirectly. 
13146	circumspect.a	COD: cautious or prudent
13147	honesty.n	COD: the quality of being honest
13148	ingenuous.a	COD: innocent, artless, and unsuspecting
13149	bluntness.n	FN: the quality of being blunt
13150	candour.n	COD: the quality of being open and honest. 
13151	forthrightness.n	FN: being  direct and outspoken
13152	straight.a	COD: not evasive; honest.
13153	earnest.a	COD: sincere and serious in intention
13154	earnestness.n	FN: being serious and sincere in intention
13155	dishonest.a	COD: not honest, trustworthy, or sincere
13156	devious.a	FN: not straightfoward, characterized by insincerity or deceit
13157	true.a	FN: Honest, forthright
13158	consent.v	FN: to acquiesce to another person'  s plan or proposal
13159	covenant.n	COD: a solemn agreement
13160	covenant.v	COD: agree or pay by solemn agreement
13161	oath.n	COD: a solemn promise, often invoking a divine witness, as to the truth of something or as a commitment to future action
13162	pledge.n	COD: a solemn promise or undertaking
13163	pledge.v	COD: solemnly undertake to do or give something
13164	promise.n	COD: an assurance that one will do something or that something will happen
13165	promise.v	FN: to provide an assurance that one will do something or that something will happen
13166	swear.v	COD: state or promise solemnly or on oath.
13167	threat.n	COD: a statement of an intention to inflict injury, damage, or other hostile action as retribution. 
13168	threaten.v	COD: make or express a threat to (someone) or to do (something). 
13169	undertake.v	COD: formally guarantee, pledge, or promise.
13170	undertaking.n	COD: a formal pledge or promise to do something.
13171	volunteer.v	COD: freely offer to do something.
13172	vow.n	COD: a solemn promise.
13173	commit.v	COD: to obligate or pledge oneself
13174	commitment.n	COD: a pledge or undertaking.
13175	vow.v	COD: solemnly promise to do something.
13176	communicate.v	COD: share or exchange information or ideas.
13177	communication.n	COD: the action of communicating
13178	confer.v	COD: have discussions.
13179	debate.n	COD:  a formal discussion in a public meeting or legislative assembly
13180	debate.v	COD: discuss or argue about.
13181	dialog.n	COD: discussion directed towards exploration of a subject or resolution of a problem.
13182	discuss.v	FN: talk or write about (a topic) in detail
13183	discussion.n	FN: consideration of a question or issue in open debate
13184	exchange.n	COD: a short conversation or argument
